Geneid,comparison,genename,bnum
CDS:b3522:yhjD:inner_membrane_putative_BrbK_family_alternate_lipid_exporter:cds3458:+:1013:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhjD,b3522
"IGR:(CDS,b3522,yhjD,inner_membrane_putative_BrbK_family_alternate_lipid_exporter,cds3458,+,1013/CDS,b3523,yhjE,putative_MFS_transporter%3B_membrane_protein,cds3459,+,1322):+:359:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b3523,yhjE,putative_MFS_transporter%3B_membrane_protein,cds3459,+,1322/CDS,b3524,yhjG,putative_inner_membrane-anchored_periplasmic_AsmA_family_protein,cds3460,-,2060):+:120:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3524:yhjG:putative_inner_membrane-anchored_periplasmic_AsmA_family_protein:cds3460:-:2060:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhjG,b3524
"AS_IGR:(CDS,b3524,yhjG,putative_inner_membrane-anchored_periplasmic_AsmA_family_protein,cds3460,-,2060/CDS,b3525,yhjH,cyclic-di-GMP_phosphodiesterase%2C_FlhDC-regulated,cds3461,-,767):+:18:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3525:yhjH:cyclic-di-GMP_phosphodiesterase%2C_FlhDC-regulated:cds3461:-:767:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhjH,b3525
CDS:b3530:bcsC:cellulose_synthase_subunit:cds3466:-:3473:NC_000913.3,WT0_WT150.WT150_dRpoS150,bcsC,b3530
CDS:b3535:yhjR:DUF2629_family_protein:cds3471:-:188:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhjR,b3535
CDS:b3536:bcsE:cellulose_production_protein:cds3472:+:1571:NC_000913.3,WT0_WT150.WT150_dRpoS150,bcsE,b3536
CDS:b3537:bcsF:DUF2636_family_cellulose_production_small_membrane_protein:cds3473:+:191:NC_000913.3,WT0_WT150.WT150_dRpoS150,bcsF,b3537
CDS:b3538:bcsG:DUF3260_family_cellulose_production_inner_membrane_protein:cds3474:+:1679:NC_000913.3,WT0_WT150.WT150_dRpoS150,bcsG,b3538
AS_CDS:b3539:yhjV:putative_transporter:cds3476:+:1271:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhjV,b3539
"IGR:(CDS,b3543,dppB,dipeptide/heme_ABC_transporter_permease,cds3480,-,1019/CDS,b3544,dppA,dipeptide/heme_ABC_transporter_periplasmic_binding_protein%3B_dipeptide_chemotaxis_receptor,cds3481,-,1607):+:256:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"IGR:(CDS,b3544,dppA,dipeptide/heme_ABC_transporter_periplasmic_binding_protein%3B_dipeptide_chemotaxis_receptor,cds3481,-,1607/tRNA,b3545,ID,proK,tRNA-Pro,id450,-,76):+:889:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b3544,dppA,dipeptide/heme_ABC_transporter_periplasmic_binding_protein%3B_dipeptide_chemotaxis_receptor,cds3481,-,1607/tRNA,b3545,ID,proK,tRNA-Pro,id450,-,76):+:889:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(tRNA,b3545,ID,proK,tRNA-Pro,id450,-,76/CDS,b3546,eptB,KDO_phosphoethanolamine_transferase%2C_Ca2+-inducible,cds3482,-,1691):+:60:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b3546:eptB:KDO_phosphoethanolamine_transferase%2C_Ca2+-inducible:cds3482:-:1691:NC_000913.3,WT0_WT150.WT150_dRpoS150,eptB,b3546
"AS_IGR:(CDS,b3546,eptB,KDO_phosphoethanolamine_transferase%2C_Ca2+-inducible,cds3482,-,1691/CDS,b3547,yhjX,pyruvate-inducible_inner_membrane_protein%2C_putative_transporter,cds3483,-,1208):+:272:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3548:yhjY:autotransporter_beta-domain_protein:cds3484:-:698:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhjY,b3548
AS_CDS:b3548:yhjY:autotransporter_beta-domain_protein:cds3484:-:698:NC_000913.3,WT0_WT150.WT150_dRpoS150,yhjY,b3548
"AS_IGR:(CDS,b3548,yhjY,autotransporter_beta-domain_protein,cds3484,-,698/CDS,b3549,tag,3-methyl-adenine_DNA_glycosylase_I%2C_constitutive,cds3485,+,563):+:116:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"IGR:(CDS,b3554,yiaF,barrier_effect_co-colonization_resistance_factor%3B_DUF3053_family_lipoprotein,cds3490,-,710/CDS,b3555,yiaG,HTH_CROC1_family_putative_transcriptional_regulator,cds3491,+,290):+:392:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3555:yiaG:HTH_CROC1_family_putative_transcriptional_regulator:cds3491:+:290:NC_000913.3,WT0_WT150.WT150_dRpoS150,yiaG,b3555
"AS_IGR:(CDS,b3555,yiaG,HTH_CROC1_family_putative_transcriptional_regulator,cds3491,+,290/CDS,b3556,cspA,RNA_chaperone_and_antiterminator%2C_cold-inducible,cds3492,+,212):+:229:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b4553:ysaB:uncharacterized_protein:cds3499:-:299:NC_000913.3,WT0_WT150.WT150_dRpoS150,ysaB,b4553
"AS_IGR:(CDS,b4553,ysaB,uncharacterized_protein,cds3499,-,299/CDS,b3561,wecH,O-acetyltransferase_for_enterobacterial_common_antigen_ECA,cds3500,+,995):+:133:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"IGR:(CDS,b3570,bax,putative_glucosaminidase,cds3509,-,824/CDS,b3571,malS,alpha-amylase,cds3510,+,2030):+:278:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3579:yiaO:2%2C3-diketo-L-gulonate-binding_periplasmic_protein:cds3518:+:986:NC_000913.3,WT0_WT150.WT150_dRpoS150,yiaO,b3579
"AS_IGR:(CDS,b3587,yiaW,DUF3302_family_inner_membrane_protein,cds3528,-,323/CDS,b3588,aldB,aldehyde_dehydrogenase_B,cds3529,-,1538):+:493:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3588:aldB:aldehyde_dehydrogenase_B:cds3529:-:1538:NC_000913.3,WT0_WT150.WT150_dRpoS150,aldB,b3588
AS_CDS:b3588:aldB:aldehyde_dehydrogenase_B:cds3529:-:1538:NC_000913.3,WT0_WT150.WT150_dRpoS150,aldB,b3588
"AS_IGR:(CDS,b3588,aldB,aldehyde_dehydrogenase_B,cds3529,-,1538/CDS,b3589,yiaY,L-threonine_dehydrogenase,cds3530,-,1151):+:113:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b3591,selA,selenocysteine_synthase,cds3532,-,1391/CDS,b3592,yibF,glutathione_S-transferase_homolog,cds3533,-,608):+:46:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3592:yibF:glutathione_S-transferase_homolog:cds3533:-:608:NC_000913.3,WT0_WT150.WT150_dRpoS150,yibF,b3592
AS_CDS:b3593:rhsA:Rhs_protein_with_putative_toxin_55_domain%3B_putative_polysaccharide_synthesis/export_protein%3B_putative_neighboring_cell_growth_inhibitor:cds3534:+:4133:NC_000913.3,WT0_WT150.WT150_dRpoS150,rhsA,b3593
CDS:b3597:yibH:putative_membrane_fusion_protein_MFP_component_of_efflux_pump:cds3542:-:1136:NC_000913.3,WT0_WT150.WT150_dRpoS150,yibH,b3597
CDS:b3598:yibI:DUF3302_family_inner_membrane_protein:cds3543:-:362:NC_000913.3,WT0_WT150.WT150_dRpoS150,yibI,b3598
AS_CDS:b3598:yibI:DUF3302_family_inner_membrane_protein:cds3543:-:362:NC_000913.3,WT0_WT150.WT150_dRpoS150,yibI,b3598
"IGR:(CDS,b3611,yibN,putative_rhodanese-related_sulfurtransferase,cds3557,-,431/CDS,b3612,gpmM,phosphoglycero_mutase_III%2C_cofactor-independent,cds3558,+,1544):+:203:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3616:tdh:L-threonine_3-dehydrogenase%2C_NADP-binding:cds3562:-:1025:NC_000913.3,WT0_WT150.WT150_dRpoS150,tdh,b3616
CDS:b3638:yicR:UPF0758_family_protein:cds3584:-:668:NC_000913.3,WT0_WT150.WT150_dRpoS150,yicR,b3638
CDS:b3644:yicC:UPF0701_family_protein:cds3590:+:863:NC_000913.3,WT0_WT150.WT150_dRpoS150,yicC,b3644
AS_CDS:b3648:gmk:guanylate_kinase:cds3594:+:623:NC_000913.3,WT0_WT150.WT150_dRpoS150,gmk,b3648
AS_CDS:b3649:rpoZ:RNA_polymerase%2C_omega_subunit:cds3595:+:275:NC_000913.3,WT0_WT150.WT150_dRpoS150,rpoZ,b3649
AS_CDS:b3654:xanP:xanthine_permease:cds3600:+:1391:NC_000913.3,WT0_WT150.WT150_dRpoS150,xanP,b3654
CDS:b4555:yicS:putative_periplasmic_protein:cds3608:+:293:NC_000913.3,WT0_WT150.WT150_dRpoS150,yicS,b4555
AS_CDS:b3662:nepI:putative_transporter:cds3609:-:1190:NC_000913.3,WT0_WT150.WT150_dRpoS150,nepI,b3662
CDS:b3663:yicN:DUF1198_family_protein:cds3610:-:452:NC_000913.3,WT0_WT150.WT150_dRpoS150,yicN,b3663
CDS:b3689:yidR:DUF3748_family_protein:cds3636:-:1247:NC_000913.3,WT0_WT150.WT150_dRpoS150,yidR,b3689
CDS:b3698:yidB:DUF937_family_protein:cds3645:-:398:NC_000913.3,WT0_WT150.WT150_dRpoS150,yidB,b3698
"AS_IGR:(CDS,b3711,yidZ,putative_DNA-binding_transcriptional_regulator,cds3659,+,959/CDS,b3712,yieE,phosphopantetheinyl_transferase_superfamily_protein,cds3660,+,749):+:105:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b3721:bglB:cryptic_phospho-beta-glucosidase_B:cds3669:-:1412:NC_000913.3,WT0_WT150.WT150_dRpoS150,bglB,b3721
CDS:b3736:atpF:F0_sector_of_membrane-bound_ATP_synthase%2C_subunit_b:cds3684:-:470:NC_000913.3,WT0_WT150.WT150_dRpoS150,atpF,b3736
"AS_IGR:(CDS,b3736,atpF,F0_sector_of_membrane-bound_ATP_synthase%2C_subunit_b,cds3684,-,470/CDS,b3737,atpE,F0_sector_of_membrane-bound_ATP_synthase%2C_subunit_c,cds3685,-,239):+:10:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3737:atpE:F0_sector_of_membrane-bound_ATP_synthase%2C_subunit_c:cds3685:-:239:NC_000913.3,WT0_WT150.WT150_dRpoS150,atpE,b3737
CDS:b3738:atpB:F0_sector_of_membrane-bound_ATP_synthase%2C_subunit_a:cds3686:-:815:NC_000913.3,WT0_WT150.WT150_dRpoS150,atpB,b3738
CDS:b3744:asnA:asparagine_synthetase_A:cds3692:+:992:NC_000913.3,WT0_WT150.WT150_dRpoS150,asnA,b3744
CDS:b3745:viaA:stimulator_of_RavA_ATPase_activity%3B_von_Willebrand_factor_domain_protein:cds3693:-:1451:NC_000913.3,WT0_WT150.WT150_dRpoS150,viaA,b3745
"IGR:(CDS,b3746,ravA,hexameric_AAA+_MoxR_family_ATPase%2C_putative_molecular_chaperone,cds3694,-,1496/CDS,b3747,kup,potassium_transporter,cds3695,+,1868):+:181:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b3780:rhlB:ATP-dependent_RNA_helicase:cds3720:-:1265:NC_000913.3,WT0_WT150.WT150_dRpoS150,rhlB,b3780
"AS_IGR:(CDS,b3807,cyaY,iron-dependent_inhibitor_of_iron-sulfur_cluster_formation%3B_frataxin%3B_iron-binding_and_oxidizing_protein,cds3743,-,320/CDS,b4558,yifL,putative_lipoprotein,cds3744,+,203):+:421:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3829:metE:5-methyltetrahydropteroyltriglutamate-homocysteine_S-methyltransferase:cds3764:+:2261:NC_000913.3,WT0_WT150.WT150_dRpoS150,metE,b3829
AS_CDS:b3829:metE:5-methyltetrahydropteroyltriglutamate-homocysteine_S-methyltransferase:cds3764:+:2261:NC_000913.3,WT0_WT150.WT150_dRpoS150,metE,b3829
CDS:b3830:ysgA:putative_carboxymethylenebutenolidase:cds3765:-:815:NC_000913.3,WT0_WT150.WT150_dRpoS150,ysgA,b3830
AS_CDS:b3830:ysgA:putative_carboxymethylenebutenolidase:cds3765:-:815:NC_000913.3,WT0_WT150.WT150_dRpoS150,ysgA,b3830
"IGR:(CDS,b3830,ysgA,putative_carboxymethylenebutenolidase,cds3765,-,815/CDS,b3831,udp,uridine_phosphorylase,cds3766,+,761):+:220:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b3830,ysgA,putative_carboxymethylenebutenolidase,cds3765,-,815/CDS,b3831,udp,uridine_phosphorylase,cds3766,+,761):+:220:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"IGR:(ncRNA,b4457,ID,csrC,CsrC_sRNA_sequesters_CsrA%2C_a_carbon_flux_regulator,id500,+,244/CDS,b3866,yihI,activator_of_Der_GTPase,cds3793,+,509):+:45:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"IGR:(CDS,b3866,yihI,activator_of_Der_GTPase,cds3793,+,509/CDS,b3867,hemN,coproporphyrinogen_III_oxidase%2C_SAM_and_NADPH_dependent%2C_oxygen-independent,cds3794,+,1373):+:137:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b3879:yihR:putative_sulphoquinovose_mutarotase:cds3807:-:926:NC_000913.3,WT0_WT150.WT150_dRpoS150,yihR,b3879
CDS:b3909:kdgT:2-keto-3-deoxy-D-gluconate_transporter:cds3837:+:983:NC_000913.3,WT0_WT150.WT150_dRpoS150,kdgT,b3909
"AS_IGR:(CDS,b3912,cpxR,response_regulator_in_two-component_regulatory_system_with_CpxA,cds3840,-,698/CDS,b4484,cpxP,inhibitor_of_the_cpx_response%3B_periplasmic_adaptor_protein,cds3841,+,500):+:108:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b4484:cpxP:inhibitor_of_the_cpx_response%3B_periplasmic_adaptor_protein:cds3841:+:500:NC_000913.3,WT0_WT150.WT150_dRpoS150,cpxP,b4484
"IGR:(CDS,b3915,fieF,ferrous_iron_and_zinc_transporter,cds3842,+,902/CDS,b3916,pfkA,6-phosphofructokinase_I,cds3843,+,962):+:129:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3918:cdh:CDP-diacylglycerol_phosphotidylhydrolase:cds3845:+:755:NC_000913.3,WT0_WT150.WT150_dRpoS150,cdh,b3918
CDS:b3920:yiiQ:DUF1454_family_putative_periplasmic_protein:cds3847:-:599:NC_000913.3,WT0_WT150.WT150_dRpoS150,yiiQ,b3920
"IGR:(CDS,b3932,hslV,peptidase_component_of_the_HslUV_protease,cds3859,-,530/CDS,b3933,ftsN,essential_cell_division_protein,cds3860,-,959):+:41:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"IGR:(CDS,b3937,yiiX,putative_lipid_binding_hydrolase%2C_DUF830_family_protein,cds3864,-,608/CDS,b3938,metJ,transcriptional_repressor%2C_S-adenosylmethionine-binding,cds3865,-,317):+:132:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b3941,metF,5%2C10-methylenetetrahydrofolate_reductase,cds3868,+,890/CDS,b3942,katG,catalase-peroxidase_HPI%2C_heme_b-containing,cds3869,+,2180):+:277:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3942:katG:catalase-peroxidase_HPI%2C_heme_b-containing:cds3869:+:2180:NC_000913.3,WT0_WT150.WT150_dRpoS150,katG,b3942
"IGR:(CDS,b3942,katG,catalase-peroxidase_HPI%2C_heme_b-containing,cds3869,+,2180/CDS,b3943,yijE,EamA-like_transporter_family_protein,cds3870,+,905):+:41:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3945:gldA:glycerol_dehydrogenase%2C_NAD+_dependent%3B_1%2C2-propanediol:NAD+_oxidoreductase:cds3872:-:1103:NC_000913.3,WT0_WT150.WT150_dRpoS150,gldA,b3945
"IGR:(CDS,b3956,ppc,phosphoenolpyruvate_carboxylase,cds3882,-,2651/CDS,b3957,argE,acetylornithine_deacetylase,cds3883,-,1151):+:546:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3959:argB:acetylglutamate_kinase:cds3885:+:776:NC_000913.3,WT0_WT150.WT150_dRpoS150,argB,b3959
CDS:b3960:argH:argininosuccinate_lyase:cds3886:+:1373:NC_000913.3,WT0_WT150.WT150_dRpoS150,argH,b3960
"IGR:(CDS,b3960,argH,argininosuccinate_lyase,cds3886,+,1373/ncRNA,b4458,ID,oxyS,sRNA_antisense_regulator_activates_genes_that_detoxify_oxidative_damage%2C_Hfq-dependent,id517,-,109):+:30:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_ncRNA:b4458,ID:oxyS:sRNA_antisense_regulator_activates_genes_that_detoxify_oxidative_damage%2C_Hfq-dependent:id517:-:109:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3963:fabR:transcriptional_repressor_of_fabA_and_fabB:cds3889:+:647:NC_000913.3,WT0_WT150.WT150_dRpoS150,fabR,b3963
CDS:b3965:trmA:tRNA_m5U54_methyltransferase%2C_SAM-dependent%3B_tmRNA_m5U341_methyltransferase:cds3891:-:1100:NC_000913.3,WT0_WT150.WT150_dRpoS150,trmA,b3965
"IGR:(CDS,b3965,trmA,tRNA_m5U54_methyltransferase%2C_SAM-dependent%3B_tmRNA_m5U341_methyltransferase,cds3891,-,1100/CDS,b3966,btuB,vitamin_B12/cobalamin_outer_membrane_transporter,cds3892,+,1844):+:327:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3966:btuB:vitamin_B12/cobalamin_outer_membrane_transporter:cds3892:+:1844:NC_000913.3,WT0_WT150.WT150_dRpoS150,btuB,b3966
"IGR:(rRNA,b3971,ID,rrfB,5S_ribosomal_RNA_of_rrnB_operon,id522,+,119/CDS,b3972,murB,UDP-N-acetylenolpyruvoylglucosamine_reductase%2C_FAD-binding,cds3894,+,1028):+:279:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b3974:coaA:pantothenate_kinase:cds3896:-:950:NC_000913.3,WT0_WT150.WT150_dRpoS150,coaA,b3974
CDS:b3996:nudC:NADH_pyrophosphatase:cds3914:+:773:NC_000913.3,WT0_WT150.WT150_dRpoS150,nudC,b3996
CDS:b3998:nfi:endonuclease_V%3B_deoxyinosine_3'_endonuclease:cds3916:+:671:NC_000913.3,WT0_WT150.WT150_dRpoS150,NA,NA
"IGR:(CDS,b3999,yjaG,DUF416_domain_protein,cds3917,+,590/CDS,b4000,hupA,HU%2C_DNA-binding_transcriptional_regulator%2C_alpha_subunit,cds3918,+,272):+:135:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b3999,yjaG,DUF416_domain_protein,cds3917,+,590/CDS,b4000,hupA,HU%2C_DNA-binding_transcriptional_regulator%2C_alpha_subunit,cds3918,+,272):+:135:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b4000:hupA:HU%2C_DNA-binding_transcriptional_regulator%2C_alpha_subunit:cds3918:+:272:NC_000913.3,WT0_WT150.WT150_dRpoS150,hupA,b4000
CDS:b4001:yjaH:DUF1481_family_putative_lipoprotein:cds3919:+:695:NC_000913.3,WT0_WT150.WT150_dRpoS150,yjaH,b4001
CDS:b4018:iclR:transcriptional_repressor:cds3932:-:824:NC_000913.3,WT0_WT150.WT150_dRpoS150,iclR,b4018
CDS:b4020:yjbB:putative_Na+/Pi-cotransporter:cds3934:+:1631:NC_000913.3,WT0_WT150.WT150_dRpoS150,yjbB,b4020
CDS:b4021:pepE:peptidase_E%2C_alpha-aspartyl_dipeptidase:cds3935:-:689:NC_000913.3,WT0_WT150.WT150_dRpoS150,pepE,b4021
CDS:b4029:yjbH:DUF940_family_extracellular_polysaccharide_protein:cds3943:+:2096:NC_000913.3,WT0_WT150.WT150_dRpoS150,yjbH,b4029
AS_CDS:b4620:yjbT:putative_periplasmic_protein:cds3944:-:278:NC_000913.3,WT0_WT150.WT150_dRpoS150,yjbT,b4620
CDS:b4030:psiE:phosphate_starvation_inducible_protein:cds3945:+:410:NC_000913.3,WT0_WT150.WT150_dRpoS150,psiE,b4030
CDS:-:yjbI:-:cds3953:+:1322:NC_000913.3,WT0_WT150.WT150_dRpoS150,yjbI,NA
"IGR:(CDS,-,yjbI,-,cds3953,+,1322/CDS,b4039,ubiC,chorismate--pyruvate_lyase,cds3954,+,497):+:171:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b4042:dgkA:diacylglycerol_kinase:cds3957:+:368:NC_000913.3,WT0_WT150.WT150_dRpoS150,dgkA,b4042
CDS:b4043:lexA:transcriptional_repressor_of_SOS_regulon:cds3958:+:608:NC_000913.3,WT0_WT150.WT150_dRpoS150,lexA,b4043
CDS:b4044:dinF:oxidative_stress_resistance_protein%3B_putative_MATE_family_efflux_pump%3B_UV_and_mitomycin_C_inducible_protein:cds3959:+:1379:NC_000913.3,WT0_WT150.WT150_dRpoS150,dinF,b4044
"IGR:(CDS,b4044,dinF,oxidative_stress_resistance_protein%3B_putative_MATE_family_efflux_pump%3B_UV_and_mitomycin_C_inducible_protein,cds3959,+,1379/CDS,b4045,yjbJ,stress-induced_protein%2C_UPF0337_family,cds3960,+,209):+:64:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b4045:yjbJ:stress-induced_protein%2C_UPF0337_family:cds3960:+:209:NC_000913.3,WT0_WT150.WT150_dRpoS150,yjbJ,b4045
CDS:b4046:zur:transcriptional_repressor%2C_ZnII-binding:cds3961:-:515:NC_000913.3,WT0_WT150.WT150_dRpoS150,zur,b4046
AS_CDS:b4046:zur:transcriptional_repressor%2C_ZnII-binding:cds3961:-:515:NC_000913.3,WT0_WT150.WT150_dRpoS150,zur,b4046
CDS:b4049:dusA:tRNA-dihydrouridine_synthase_A:cds3964:+:1037:NC_000913.3,WT0_WT150.WT150_dRpoS150,dusA,b4049
"AS_IGR:(CDS,b4050,pspG,phage_shock_protein_G,cds3965,+,242/CDS,b4051,qorA,quinone_oxidoreductase%2C_NADPH-dependent,cds3966,-,983):+:104:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b4051:qorA:quinone_oxidoreductase%2C_NADPH-dependent:cds3966:-:983:NC_000913.3,WT0_WT150.WT150_dRpoS150,qorA,b4051
"AS_IGR:(CDS,b4051,qorA,quinone_oxidoreductase%2C_NADPH-dependent,cds3966,-,983/CDS,b4052,dnaB,replicative_DNA_helicase,cds3967,+,1415):+:41:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b4053:alr:alanine_racemase%2C_biosynthetic%2C_PLP-binding:cds3968:+:1079:NC_000913.3,WT0_WT150.WT150_dRpoS150,alr,b4053
CDS:b4058:uvrA:ATPase_and_DNA_damage_recognition_protein_of_nucleotide_excision_repair_excinuclease_UvrABC:cds3974:-:2822:NC_000913.3,WT0_WT150.WT150_dRpoS150,uvrA,b4058
AS_CDS:b4058:uvrA:ATPase_and_DNA_damage_recognition_protein_of_nucleotide_excision_repair_excinuclease_UvrABC:cds3974:-:2822:NC_000913.3,WT0_WT150.WT150_dRpoS150,uvrA,b4058
CDS:b4061:yjcC:putative_membrane-anchored_cyclic-di-GMP_phosphodiesterase:cds3977:+:1586:NC_000913.3,WT0_WT150.WT150_dRpoS150,yjcC,b4061
AS_CDS:b4062:soxS:superoxide_response_regulon_transcriptional_activator%3B_autoregulator:cds3978:-:323:NC_000913.3,WT0_WT150.WT150_dRpoS150,soxS,b4062
AS_CDS:b4063:soxR:redox-sensitive_transcriptional_activator_of_soxS%3B_autorepressor:cds3979:+:464:NC_000913.3,WT0_WT150.WT150_dRpoS150,soxR,b4063
"ncRNA:b4459,ID:ryjA:novel_sRNA%2C_function_unknown:id541:-:139:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(ncRNA,b4459,ID,ryjA,novel_sRNA%2C_function_unknown,id541,-,139/CDS,b4064,ghxP,guanine/hypoxanthine_permease%2C_high_affinity%3B_guanine/hypoxanthine,H+_symporter,cds3980,+,1349):+:391:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b4078:yjcO:Sel1_family_TPR-like_repeat_protein:cds3994:-:689:NC_000913.3,WT0_WT150.WT150_dRpoS150,yjcO,b4078
AS_CDS:b4487:yjdP:putative_periplasmic_protein:cds4008:+:329:NC_000913.3,WT0_WT150.WT150_dRpoS150,yjdP,b4487
"AS_IGR:(CDS,b4487,yjdP,putative_periplasmic_protein,cds4008,+,329/CDS,b4092,phnP,5-phospho-alpha-D-ribosyl_1%2C2-cyclic_phosphate_phosphodiesterase,cds4009,-,758):+:85:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b4092:phnP:5-phospho-alpha-D-ribosyl_1%2C2-cyclic_phosphate_phosphodiesterase:cds4009:-:758:NC_000913.3,WT0_WT150.WT150_dRpoS150,phnP,b4092
CDS:b4093:phnO:aminoalkylphosphonate_N-acetyltransferase:cds4010:-:434:NC_000913.3,WT0_WT150.WT150_dRpoS150,phnO,b4093
CDS:b4094:phnN:ribose_1%2C5-bisphosphokinase:cds4011:-:557:NC_000913.3,WT0_WT150.WT150_dRpoS150,phnN,b4094
AS_CDS:b4096:phnL:ribophosphonate_triphosphate_synthase_subunit%3B_putative_ABC_transporter-related_ATPase:cds4013:-:680:NC_000913.3,WT0_WT150.WT150_dRpoS150,phnL,b4096
"AS_IGR:(CDS,b4106,phnC,phosphonate_ABC_transporter_ATPase,cds4022,-,788/CDS,b4107,yjdN,metalloprotein_superfamily_protein,cds4023,-,443):+:81:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
CDS:b4107:yjdN:metalloprotein_superfamily_protein:cds4023:-:443:NC_000913.3,WT0_WT150.WT150_dRpoS150,yjdN,b4107
"AS_IGR:(CDS,b4108,yjdM,zinc-ribbon_family_protein,cds4024,-,335/CDS,b4109,crfC,clamp-binding_sister_replication_fork_colocalization_protein%2C_dynamin-related,cds4025,+,2228):+:359:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b4111,proP,proline/glycine_betaine_transporter,cds4027,+,1502/CDS,b4703,pmrR,putative_membrane-bound_BasS_regulator,cds4028,+,89):+:60:NC_000913.3",WT0_WT150.WT150_dRpoS150,NA,NA
AS_CDS:b4703:pmrR:putative_membrane-bound_BasS_regulator:cds4028:+:89:NC_000913.3,WT0_WT150.WT150_dRpoS150,pmrR,b4703
CDS:b4112:basS:sensory_histidine_kinase_in_two-component_regulatory_system_with_BasR:cds4029:-:1091:NC_000913.3,WT0_WT150.WT150_dRpoS150,basS,b4112
CDS:b4114:eptA:lipid_A_phosphoethanolamine_transferase:cds4031:-:1643:NC_000913.3,WT0_WT150.WT150_dRpoS150,eptA,b4114
CDS:b4124:dcuR:response_regulator_in_two-component_regulatory_system_with_DcuS:cds4041:-:719:NC_000913.3,WT0_WT150.WT150_dRpoS150,dcuR,b4124
