Geneid,comparison,genename,bnum,group
"AS_IGR:(CDS,b4133,cadC,cadBA_operon_transcriptional_activator,cds4051,-,1538/CDS,-,yjdQ,-,cds4052,-,80):+:205:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:-:yjdQ:-:cds4052:-:83:NC_000913.3,dRpoS0_dRpoS60,yjdQ,NA,NA
"AS_IGR:(CDS,-,yjdQ,-,cds4052,-,83/tRNA,b4134,ID,pheU,tRNA-Phe,id550,-,75):+:176:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
"tRNA:b4134,ID:pheU:tRNA-Phe:id550:-:75:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
"AS_IGR:(CDS,b4137,cutA,divalent-cation_tolerance_protein%2C_copper_sensitivity,cds4055,-,338/CDS,b4138,dcuA,C4-dicarboxylate_antiporter,cds4056,-,1301):+:64:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4138:dcuA:C4-dicarboxylate_antiporter:cds4056:-:1301:NC_000913.3,dRpoS0_dRpoS60,dcuA,b4138,NA
"IGR:(CDS,b4138,dcuA,C4-dicarboxylate_antiporter,cds4056,-,1301/CDS,b4139,aspA,aspartate_ammonia-lyase,cds4057,-,1436):+:66:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
"AS_IGR:(CDS,b4138,dcuA,C4-dicarboxylate_antiporter,cds4056,-,1301/CDS,b4139,aspA,aspartate_ammonia-lyase,cds4057,-,1436):+:66:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4139:aspA:aspartate_ammonia-lyase:cds4057:-:1436:NC_000913.3,dRpoS0_dRpoS60,aspA,b4139,NA
AS_CDS:b4139:aspA:aspartate_ammonia-lyase:cds4057:-:1436:NC_000913.3,dRpoS0_dRpoS60,aspA,b4139,NA
"AS_IGR:(CDS,b4139,aspA,aspartate_ammonia-lyase,cds4057,-,1436/CDS,b4140,fxsA,suppressor_of_F_exclusion_of_phage_T7,cds4058,+,476):+:295:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4144:yjeI:DUF4156_family_lipoprotein:cds4062:+:353:NC_000913.3,dRpoS0_dRpoS60,yjeI,b4144,NA
"IGR:(CDS,b4144,yjeI,DUF4156_family_lipoprotein,cds4062,+,353/CDS,b4145,yjeJ,uncharacterized_protein,cds4063,-,869):+:141:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4145:yjeJ:uncharacterized_protein:cds4063:-:869:NC_000913.3,dRpoS0_dRpoS60,yjeJ,b4145,NA
AS_CDS:b4145:yjeJ:uncharacterized_protein:cds4063:-:869:NC_000913.3,dRpoS0_dRpoS60,yjeJ,b4145,NA
"AS_IGR:(CDS,b4145,yjeJ,uncharacterized_protein,cds4063,-,869/CDS,b4146,epmB,EF-P-Lys34_lysylation_protein%3B_weak_lysine_2%2C3-aminomutase,cds4064,-,1028):+:343:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4146:epmB:EF-P-Lys34_lysylation_protein%3B_weak_lysine_2%2C3-aminomutase:cds4064:-:1028:NC_000913.3,dRpoS0_dRpoS60,epmB,b4146,NA
AS_CDS:b4146:epmB:EF-P-Lys34_lysylation_protein%3B_weak_lysine_2%2C3-aminomutase:cds4064:-:1028:NC_000913.3,dRpoS0_dRpoS60,epmB,b4146,NA
CDS:b4410:ecnA:entericidin_A_membrane_lipoprotein%2C_antidote_entericidin_B:cds4066:+:125:NC_000913.3,dRpoS0_dRpoS60,ecnA,b4410,NA
"IGR:(CDS,b4410,ecnA,entericidin_A_membrane_lipoprotein%2C_antidote_entericidin_B,cds4066,+,125/CDS,b4411,ecnB,entericidin_B_membrane_lipoprotein,cds4067,+,146):+:59:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4411:ecnB:entericidin_B_membrane_lipoprotein:cds4067:+:146:NC_000913.3,dRpoS0_dRpoS60,ecnB,b4411,NA
"IGR:(CDS,b4411,ecnB,entericidin_B_membrane_lipoprotein,cds4067,+,146/CDS,b4148,sugE,multidrug_efflux_system_protein,cds4068,+,317):+:124:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4148:sugE:multidrug_efflux_system_protein:cds4068:+:317:NC_000913.3,dRpoS0_dRpoS60,sugE,b4148,NA
AS_CDS:b4149:blc:outer_membrane_lipoprotein_cell_division_and_growth_lipocalin:cds4069:-:533:NC_000913.3,dRpoS0_dRpoS60,blc,b4149,NA
"AS_IGR:(CDS,b4150,ampC,penicillin-binding_protein%3B_beta-lactamase%2C_intrinsically_weak,cds4070,-,1133/CDS,b4151,frdD,fumarate_reductase_anaerobic%2C_membrane_anchor_subunit,cds4071,-,359):+:11:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4151:frdD:fumarate_reductase_anaerobic%2C_membrane_anchor_subunit:cds4071:-:359:NC_000913.3,dRpoS0_dRpoS60,frdD,b4151,NA
CDS:b4152:frdC:fumarate_reductase_anaerobic%2C_membrane_anchor_subunit:cds4072:-:395:NC_000913.3,dRpoS0_dRpoS60,frdC,b4152,NA
CDS:b4153:frdB:fumarate_reductase_anaerobic%2C_Fe-S_subunit:cds4073:-:734:NC_000913.3,dRpoS0_dRpoS60,frdB,b4153,NA
CDS:b4154:frdA:anaerobic_fumarate_reductase_catalytic_and_NAD/flavoprotein_subunit:cds4074:-:1808:NC_000913.3,dRpoS0_dRpoS60,frdA,b4154,NA
"IGR:(CDS,b4154,frdA,anaerobic_fumarate_reductase_catalytic_and_NAD/flavoprotein_subunit,cds4074,-,1808/CDS,b4155,epmA,Elongation_Factor_P_Lys34_lysyltransferase,cds4075,+,977):+:283:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4155:epmA:Elongation_Factor_P_Lys34_lysyltransferase:cds4075:+:977:NC_000913.3,dRpoS0_dRpoS60,epmA,b4155,NA
"IGR:(CDS,b4155,epmA,Elongation_Factor_P_Lys34_lysyltransferase,cds4075,+,977/CDS,b4156,yjeM,putative_transporter,cds4076,+,1502):+:167:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4160:psd:phosphatidylserine_decarboxylase:cds4080:-:968:NC_000913.3,dRpoS0_dRpoS60,psd,b4160,NA
CDS:b4162:orn:oligoribonuclease:cds4082:+:545:NC_000913.3,dRpoS0_dRpoS60,orn,b4162,NA
CDS:b4178:nsrR:nitric_oxide-sensitive_repressor_for_NO_regulon:cds4096:+:425:NC_000913.3,dRpoS0_dRpoS60,nsrR,b4178,NA
AS_CDS:b4187:aidB:DNA_alkylation_damage_repair_protein%3B_flavin-containing_DNA_binding_protein%2C_weak_isovaleryl_CoA_dehydrogenase:cds4105:+:1625:NC_000913.3,dRpoS0_dRpoS60,aidB,b4187,NA
"AS_IGR:(CDS,b4187,aidB,DNA_alkylation_damage_repair_protein%3B_flavin-containing_DNA_binding_protein%2C_weak_isovaleryl_CoA_dehydrogenase,cds4105,+,1625/CDS,b4188,yjfN,DUF1471_family_periplasmic_protein,cds4106,-,275):+:55:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4188:yjfN:DUF1471_family_periplasmic_protein:cds4106:-:275:NC_000913.3,dRpoS0_dRpoS60,yjfN,b4188,NA
"AS_IGR:(CDS,b4188,yjfN,DUF1471_family_periplasmic_protein,cds4106,-,275/CDS,b4189,bsmA,bioflm_peroxide_resistance_protein,cds4107,-,329):+:97:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4189:bsmA:bioflm_peroxide_resistance_protein:cds4107:-:329:NC_000913.3,dRpoS0_dRpoS60,bsmA,b4189,NA
AS_CDS:b4189:bsmA:bioflm_peroxide_resistance_protein:cds4107:-:329:NC_000913.3,dRpoS0_dRpoS60,bsmA,b4189,NA
"AS_IGR:(CDS,b4189,bsmA,bioflm_peroxide_resistance_protein,cds4107,-,329/CDS,b4190,yjfP,acyl_CoA_esterase,cds4108,+,749):+:140:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4193:ulaA:L-ascorbate-specific_enzyme_IIC_permease_component_of_PTS:cds4111:+:1397:NC_000913.3,dRpoS0_dRpoS60,ulaA,b4193,NA
CDS:b4194:ulaB:L-ascorbate-specific_enzyme_IIB_component_of_PTS:cds4112:+:305:NC_000913.3,dRpoS0_dRpoS60,ulaB,b4194,NA
CDS:b4209:ytfE:iron-sulfur_cluster_repair_protein_RIC:cds4127:-:662:NC_000913.3,dRpoS0_dRpoS60,ytfE,b4209,NA
CDS:b4213:cpdB:2':3'-cyclic-nucleotide_2'-phosphodiesterase:cds4131:-:1943:NC_000913.3,dRpoS0_dRpoS60,NA,NA,NA
CDS:b4216:ytfJ:putative_transcriptional_regulator:cds4134:-:554:NC_000913.3,dRpoS0_dRpoS60,ytfJ,b4216,NA
CDS:b4218:ytfL:UPF0053_family_inner_membrane_protein:cds4136:-:1343:NC_000913.3,dRpoS0_dRpoS60,ytfL,b4218,NA
CDS:b4219:msrA:methionine_sulfoxide_reductase_A:cds4137:-:638:NC_000913.3,dRpoS0_dRpoS60,msrA,b4219,NA
"IGR:(CDS,b4226,ppa,inorganic_pyrophosphatase,cds4143,-,530/CDS,b4227,ytfQ,galactofuranose_ABC_transporter_periplasmic_binding_protein,cds4144,+,956):+:268:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
AS_CDS:b4231:yjfF:putative_sugar_ABC_transporter_permease:cds4147:+:995:NC_000913.3,dRpoS0_dRpoS60,yjfF,b4231,NA
CDS:b4232:fbp:fructose-1%2C6-bisphosphatase_I:cds4148:-:998:NC_000913.3,dRpoS0_dRpoS60,fbp,b4232,NA
"AS_IGR:(CDS,b4232,fbp,fructose-1%2C6-bisphosphatase_I,cds4148,-,998/CDS,b4233,mpl,UDP-N-acetylmuramate,L-alanyl-gamma-D-glutamyl-meso-diaminopimelate_ligase,cds4149,+,1373):+:134:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
AS_CDS:b4233:mpl:UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate_ligase:cds4149:+:1373:NC_000913.3,dRpoS0_dRpoS60,mpl,b4233,NA
"AS_IGR:(CDS,b4233,mpl,UDP-N-acetylmuramate,L-alanyl-gamma-D-glutamyl-meso-diaminopimelate_ligase,cds4149,+,1373/CDS,b4234,yjgA,ribosome-associated_UPF0307_family_protein,cds4150,-,551):+:94:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4234:yjgA:ribosome-associated_UPF0307_family_protein:cds4150:-:551:NC_000913.3,dRpoS0_dRpoS60,yjgA,b4234,NA
AS_CDS:b4236:cybC:-:cds4152:+:365:NC_000913.3,dRpoS0_dRpoS60,cybC,b4236,NA
CDS:b4237:nrdG:anaerobic_ribonucleotide_reductase_activating_protein:cds4153:-:464:NC_000913.3,dRpoS0_dRpoS60,nrdG,b4237,NA
"AS_IGR:(CDS,b4237,nrdG,anaerobic_ribonucleotide_reductase_activating_protein,cds4153,-,464/CDS,b4238,nrdD,anaerobic_ribonucleoside-triphosphate_reductase,cds4154,-,2138):+:106:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4238:nrdD:anaerobic_ribonucleoside-triphosphate_reductase:cds4154:-:2138:NC_000913.3,dRpoS0_dRpoS60,nrdD,b4238,NA
"AS_IGR:(CDS,b4238,nrdD,anaerobic_ribonucleoside-triphosphate_reductase,cds4154,-,2138/CDS,b4239,treC,trehalose-6-P_hydrolase,cds4155,-,1655):+:342:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4239:treC:trehalose-6-P_hydrolase:cds4155:-:1655:NC_000913.3,dRpoS0_dRpoS60,treC,b4239,NA
AS_CDS:b4239:treC:trehalose-6-P_hydrolase:cds4155:-:1655:NC_000913.3,dRpoS0_dRpoS60,treC,b4239,NA
CDS:b4240:treB:trehalose-specific_PTS_enzyme:_IIB_and_IIC_component:cds4156:-:1421:NC_000913.3,dRpoS0_dRpoS60,treB,b4240,NA
AS_CDS:b4240:treB:trehalose-specific_PTS_enzyme:_IIB_and_IIC_component:cds4156:-:1421:NC_000913.3,dRpoS0_dRpoS60,treB,b4240,NA
"AS_IGR:(CDS,b4240,treB,trehalose-specific_PTS_enzyme,_IIB_and_IIC_component,cds4156,-,1421/CDS,b4241,treR,trehalose_6-phosphate-inducible_trehalose_regulon_transcriptional_repressor,cds4157,-,947):+:67:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
"AS_IGR:(CDS,b4242,mgtA,magnesium_transporter,cds4159,+,2696/CDS,b4243,ridA,enamine/imine_deaminase%2C_reaction_intermediate_detoxification,cds4160,-,386):+:144:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4243:ridA:enamine/imine_deaminase%2C_reaction_intermediate_detoxification:cds4160:-:386:NC_000913.3,dRpoS0_dRpoS60,ridA,b4243,NA
"AS_IGR:(CDS,b4243,ridA,enamine/imine_deaminase%2C_reaction_intermediate_detoxification,cds4160,-,386/CDS,b4244,pyrI,aspartate_carbamoyltransferase%2C_regulatory_subunit,cds4161,-,461):+:21:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4244:pyrI:aspartate_carbamoyltransferase%2C_regulatory_subunit:cds4161:-:461:NC_000913.3,dRpoS0_dRpoS60,pyrI,b4244,NA
CDS:b4245:pyrB:aspartate_carbamoyltransferase%2C_catalytic_subunit:cds4162:-:935:NC_000913.3,dRpoS0_dRpoS60,pyrB,b4245,NA
"IGR:(CDS,b4251,bdcR,transcriptional_repressor_for_divergent_bdcA,cds4166,+,593/CDS,b4252,tabA,biofilm_modulator_regulated_by_toxins%3B_DUF386_family_protein%2C_cupin_superfamily_protein,cds4167,+,452):+:93:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4252:tabA:biofilm_modulator_regulated_by_toxins%3B_DUF386_family_protein%2C_cupin_superfamily_protein:cds4167:+:452:NC_000913.3,dRpoS0_dRpoS60,tabA,b4252,NA
"IGR:(CDS,b4252,tabA,biofilm_modulator_regulated_by_toxins%3B_DUF386_family_protein%2C_cupin_superfamily_protein,cds4167,+,452/CDS,b4253,yjgL,SopA-central-domain-like_hexapeptide_repeat_protein,cds4168,+,1814):+:71:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4253:yjgL:SopA-central-domain-like_hexapeptide_repeat_protein:cds4168:+:1814:NC_000913.3,dRpoS0_dRpoS60,yjgL,b4253,NA
AS_CDS:b4259:holC:DNA_polymerase_III%2C_chi_subunit:cds4174:-:443:NC_000913.3,dRpoS0_dRpoS60,holC,b4259,NA
CDS:b4267:idnD:L-idonate_5-dehydrogenase%2C_NAD-binding:cds4182:-:1031:NC_000913.3,dRpoS0_dRpoS60,idnD,b4267,NA
"IGR:(tRNA,b4270,ID,leuX,tRNA-Leu,id570,+,84/CDS,b4271,intB,-,cds4185,+,1265):+:164:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4271:intB:-:cds4185:+:1265:NC_000913.3,dRpoS0_dRpoS60,intB,b4271,NA
"IGR:(CDS,b4271,intB,-,cds4185,+,1265/mobile_genetic_element,-,-,-,id571,+,1330):+:209:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4279:yjhB:putative_MFS_transporter%2C_membrane_protein:cds4191:+:1217:NC_000913.3,dRpoS0_dRpoS60,yjhB,b4279,NA
AS_CDS:b4280:yjhC:GFO/IDH/MOCA_family_putative_oxidoreductase._NADP-dependent:cds4192:+:1118:NC_000913.3,dRpoS0_dRpoS60,yjhC,b4280,NA
CDS:b4282:yjhE:-:cds4195:+:248:NC_000913.3,dRpoS0_dRpoS60,yjhE,b4282,NA
mobile_genetic_element:-:-:-:id573:+:333:NC_000913.3,dRpoS0_dRpoS60,NA,NA,NA
CDS:b4623:insO:-:cds4196:+:254:NC_000913.3,dRpoS0_dRpoS60,insO,b4623,NA
AS_mobile_genetic_element:-:-:-:id576:+:794:NC_000913.3,dRpoS0_dRpoS60,NA,NA,NA
AS_CDS:b4286:yjhV:-:cds4199:+:329:NC_000913.3,dRpoS0_dRpoS60,yjhV,b4286,NA
CDS:b4291:fecA:TonB-dependent_outer_membrane_ferric_citrate_transporter_and_signal_transducer%3B_ferric_citrate_extracelluar_receptor%3B_FecR-interacting_protein:cds4204:-:2324:NC_000913.3,dRpoS0_dRpoS60,fecA,b4291,NA
AS_CDS:b4291:fecA:TonB-dependent_outer_membrane_ferric_citrate_transporter_and_signal_transducer%3B_ferric_citrate_extracelluar_receptor%3B_FecR-interacting_protein:cds4204:-:2324:NC_000913.3,dRpoS0_dRpoS60,fecA,b4291,NA
"AS_IGR:(CDS,b4291,fecA,TonB-dependent_outer_membrane_ferric_citrate_transporter_and_signal_transducer%3B_ferric_citrate_extracelluar_receptor%3B_FecR-interacting_protein,cds4204,-,2324/CDS,b4292,fecR,anti-sigma_transmembrane_signal_transducer_for_ferric_citrate_transport%3B_periplasmic_FecA-bound_ferric_citrate_sensor_and_cytoplasmic_FecI_ECF_sigma_factor_activator,cds4205,-,953):+:35:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4292:fecR:anti-sigma_transmembrane_signal_transducer_for_ferric_citrate_transport%3B_periplasmic_FecA-bound_ferric_citrate_sensor_and_cytoplasmic_FecI_ECF_sigma_factor_activator:cds4205:-:953:NC_000913.3,dRpoS0_dRpoS60,fecR,b4292,NA
CDS:b4293:fecI:RNA_polymerase_sigma-19_factor%2C_fec_operon-specific%3B_ECF_sigma_factor:cds4206:-:521:NC_000913.3,dRpoS0_dRpoS60,fecI,b4293,NA
CDS:b4299:yjhI:putative_DNA-binding_transcriptional_regulator:cds4213:-:788:NC_000913.3,dRpoS0_dRpoS60,yjhI,b4299,NA
CDS:b4656:yjhY:-:cds4221:-:260:NC_000913.3,dRpoS0_dRpoS60,yjhY,b4656,NA
"AS_IGR:(CDS,b4656,yjhY,-,cds4221,-,260/CDS,b4306,yjhP,putative_methyltransferase,cds4222,-,746):+:75:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4321:gntP:fructuronate_transporter:cds4239:-:1343:NC_000913.3,dRpoS0_dRpoS60,gntP,b4321,NA
"IGR:(CDS,b4325,yjiC,uncharacterized_protein,cds4243,-,830/CDS,b4326,iraD,RpoS_stabilzer_after_DNA_damage%2C_anti-RssB_factor,cds4244,+,392):+:631:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4337:mdtM:multidrug_efflux_system_protein:cds4255:-:1232:NC_000913.3,dRpoS0_dRpoS60,mdtM,b4337,NA
"AS_IGR:(CDS,b4337,mdtM,multidrug_efflux_system_protein,cds4255,-,1232/CDS,b4339,yjiP,-,cds4256,+,920):+:437:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
"IGR:(CDS,b4339,yjiP,-,cds4256,+,920/CDS,b4340,yjiR,putative_DNA-binding_transcriptional_regulator/putative_aminotransferase,cds4257,-,1412):+:182:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
"IGR:(CDS,b4341,yjiS,DUF1127_family_protein,cds4258,+,164/CDS,b4342,yjiT,-,cds4259,+,1502):+:447:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4342:yjiT:-:cds4259:+:1502:NC_000913.3,dRpoS0_dRpoS60,yjiT,b4342,NA
"AS_IGR:(CDS,b4349,hsdM,DNA_methyltransferase_M,cds4265,-,1589/CDS,b4350,hsdR,endonuclease_R_Type_I_restriction_enzyme,cds4266,-,3512):+:149:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4350:hsdR:endonuclease_R_Type_I_restriction_enzyme:cds4266:-:3512:NC_000913.3,dRpoS0_dRpoS60,hsdR,b4350,NA
"AS_IGR:(CDS,b4350,hsdR,endonuclease_R_Type_I_restriction_enzyme,cds4266,-,3512/CDS,b4351,mrr,methylated_adenine_and_cytosine_restriction_protein,cds4267,+,914):+:146:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
"AS_IGR:(CDS,b4356,lgoT,putative_L-galactonate,H+_symporter,cds4272,-,1361/CDS,b4357,lgoR,putative_transcriptional_activator_for_L-galactonate_catabolism,cds4273,-,914):+:163:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4357:lgoR:putative_transcriptional_activator_for_L-galactonate_catabolism:cds4273:-:914:NC_000913.3,dRpoS0_dRpoS60,lgoR,b4357,NA
CDS:b4362:dnaT:DNA_biosynthesis_protein_primosomal_protein_I:cds4278:-:539:NC_000913.3,dRpoS0_dRpoS60,dnaT,b4362,NA
"AS_IGR:(CDS,b4362,dnaT,DNA_biosynthesis_protein_primosomal_protein_I,cds4278,-,539/CDS,b4363,yjjB,DUF3815_family_inner_membrane_protein,cds4279,-,473):+:55:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
AS_CDS:b4365:yjjQ:putative_transcriptional_regulator:cds4281:+:725:NC_000913.3,dRpoS0_dRpoS60,yjjQ,b4365,NA
AS_CDS:b4367:fhuF:ferric_iron_reductase_involved_in_ferric_hydroximate_transport:cds4283:-:788:NC_000913.3,dRpoS0_dRpoS60,fhuF,b4367,NA
"AS_IGR:(CDS,b4378,yjjV,putative_DNase,cds4293,+,779/CDS,b4379,yjjW,putative_pyruvate_formate_lyase_activating_enzyme,cds4294,-,863):+:358:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4379:yjjW:putative_pyruvate_formate_lyase_activating_enzyme:cds4294:-:863:NC_000913.3,dRpoS0_dRpoS60,yjjW,b4379,NA
CDS:b4380:yjjI:DUF3029_family_protein%2C_putative_glycine_radical_enzyme:cds4295:-:1550:NC_000913.3,dRpoS0_dRpoS60,yjjI,b4380,NA
CDS:b4381:deoC:2-deoxyribose-5-phosphate_aldolase%2C_NADP-linked:cds4296:+:779:NC_000913.3,dRpoS0_dRpoS60,deoC,b4381,NA
CDS:b4383:deoB:phosphopentomutase:cds4298:+:1223:NC_000913.3,dRpoS0_dRpoS60,deoB,b4383,NA
AS_CDS:b4395:ytjC:phosphatase:cds4310:+:647:NC_000913.3,dRpoS0_dRpoS60,ytjC,b4395,NA
"IGR:(CDS,b4396,rob,right_oriC-binding_transcriptional_activator%2C_AraC_family,cds4311,-,869/CDS,b4397,creA,putative_periplasmic_protein,cds4312,+,473):+:169:NC_000913.3",dRpoS0_dRpoS60,NA,NA,NA
CDS:b4401:arcA:response_regulator_in_two-component_regulatory_system_with_ArcB_or_CpxA:cds4316:-:716:NC_000913.3,dRpoS0_dRpoS60,arcA,b4401,NA
CDS:b0046:kefF:potassium-efflux_system_ancillary_protein_for_KefC%2C_glutathione-regulated%3B_quinone_oxidoreductase%2C_FMN-dependent:cds44:+:530:NC_000913.3,WT90_dRpoS90,kefF,b0046,NA
CDS:b0047:kefC:potassium:proton_antiporter:cds45:+:1862:NC_000913.3,WT90_dRpoS90,kefC,b0047,NA
"IGR:(CDS,b0047,kefC,potassium,proton_antiporter,cds45,+,1862/CDS,b0048,folA,dihydrofolate_reductase,cds46,+,479):+:140:NC_000913.3",WT90_dRpoS90,NA,NA,NA
"AS_IGR:(CDS,b0059,rapA,RNA_polymerase_remodeling/recycling_factor_ATPase%3B_RNA_polymerase-associated%2C_ATP-dependent_RNA_translocase,cds56,-,2906/CDS,b0060,polB,DNA_polymerase_II,cds57,-,2351):+:113:NC_000913.3",WT90_dRpoS90,NA,NA,NA
CDS:b0060:polB:DNA_polymerase_II:cds57:-:2351:NC_000913.3,WT90_dRpoS90,polB,b0060,NA
AS_CDS:b0083:ftsL:membrane_bound_cell_division_leucine_zipper_septum_protein:cds80:+:365:NC_000913.3,WT90_dRpoS90,ftsL,b0083,NA
"AS_IGR:(CDS,b0123,cueO,multicopper_oxidase_laccase,cds118,+,1550/CDS,b0124,gcd,glucose_dehydrogenase,cds119,-,2390):+:140:NC_000913.3",WT90_dRpoS90,NA,NA,NA
CDS:b0124:gcd:glucose_dehydrogenase:cds119:-:2390:NC_000913.3,WT90_dRpoS90,gcd,b0124,NA
"AS_IGR:(CDS,b0124,gcd,glucose_dehydrogenase,cds119,-,2390/CDS,b0125,hpt,hypoxanthine_phosphoribosyltransferase,cds120,+,536):+:164:NC_000913.3",WT90_dRpoS90,NA,NA,NA
AS_CDS:b0143:pcnB:polyA_polymerase:cds138:-:1397:NC_000913.3,WT90_dRpoS90,pcnB,b0143,NA
CDS:b0155:clcA:H+/Cl-_exchange_transporter:cds150:+:1421:NC_000913.3,WT90_dRpoS90,clcA,b0155,NA
CDS:b0162:cdaR:carbohydrate_diacid_regulon_transcriptional_regulator%3B_autoregulator:cds157:+:1157:NC_000913.3,WT90_dRpoS90,cdaR,b0162,NA
"IGR:(CDS,b0168,map,methionine_aminopeptidase,cds162,-,794/ncRNA,b4414,ID,tff,novel_sRNA%2C_function_unknown,id19,+,135):+:184:NC_000913.3",WT90_dRpoS90,NA,NA,NA
CDS:b0186:ldcC:lysine_decarboxylase_2%2C_constitutive:cds180:+:2141:NC_000913.3,WT90_dRpoS90,ldcC,b0186,NA
CDS:b0192:nlpE:lipoprotein_involved_with_copper_homeostasis_and_adhesion:cds187:+:710:NC_000913.3,WT90_dRpoS90,nlpE,b0192,NA
CDS:b0220:ivy:inhibitor_of_c-type_lysozyme%2C_periplasmic:cds210:+:473:NC_000913.3,WT90_dRpoS90,ivy,b0220,NA
CDS:b0233:yafO:mRNA_interferase_toxin_of_the_YafO-YafN_toxin-antitoxin_system:cds223:+:398:NC_000913.3,WT90_dRpoS90,yafO,b0233,NA
AS_CDS:b0261:mmuM:CP4-6_prophage%3B_S-methylmethionine:homocysteine_methyltransferase:cds253:+:932:NC_000913.3,WT90_dRpoS90,mmuM,b0261,NA
AS_CDS:b0290:ecpD:polymerized_tip_adhesin_of_ECP_fibers:cds286:-:1643:NC_000913.3,WT90_dRpoS90,ecpD,b0290,NA
CDS:b0304:rclA:reactive_chlorine_stress_species_RCS_resistance_protein%3B_pyridine_nucleotide-dependent_disulfide_oxidoreductase_family:cds303:-:1325:NC_000913.3,WT90_dRpoS90,rclA,b0304,NA
AS_CDS:b0314:betT:choline_transporter_of_high_affinity:cds312:+:2033:NC_000913.3,WT90_dRpoS90,betT,b0314,NA
"AS_IGR:(CDS,b0314,betT,choline_transporter_of_high_affinity,cds312,+,2033/CDS,b0315,yahA,c-di-GMP-specific_phosphodiesterase,cds313,+,1088):+:823:NC_000913.3",WT90_dRpoS90,NA,NA,NA
AS_CDS:b0321:yahG:DUF1116_family_protein:cds319:+:1418:NC_000913.3,WT90_dRpoS90,yahG,b0321,NA
"AS_IGR:(CDS,b0321,yahG,DUF1116_family_protein,cds319,+,1418/CDS,b0323,yahI,carbamate_kinase-like_protein,cds320,+,950):+:370:NC_000913.3",WT90_dRpoS90,NA,NA,NA
CDS:b0325:yahK:broad_specificity_NADPH-dependent_aldehyde_reductase%2C_Zn-containing:cds322:+:1049:NC_000913.3,WT90_dRpoS90,yahK,b0325,NA
"IGR:(CDS,b0325,yahK,broad_specificity_NADPH-dependent_aldehyde_reductase%2C_Zn-containing,cds322,+,1049/CDS,b0326,yahL,uncharacterized_protein,cds323,+,815):+:191:NC_000913.3",WT90_dRpoS90,NA,NA,NA
"IGR:(CDS,b0328,yahN,amino_acid_exporter_for_proline%2C_lysine%2C_glutamate%2C_homoserine,cds325,-,671/CDS,b0329,yahO,periplasmic_protein%2C_function_unknown%2C_YhcN_family,cds326,+,275):+:105:NC_000913.3",WT90_dRpoS90,NA,NA,NA
CDS:b0329:yahO:periplasmic_protein%2C_function_unknown%2C_YhcN_family:cds326:+:275:NC_000913.3,WT90_dRpoS90,yahO,b0329,NA
