Geneid,comparison,genename,bnum
CDS:b2030:insH1:IS5_transposase_and_trans-activator:cds2015:-:1016:NC_000913.3,WT150_dRpoS150,insH1,b2030
AS_CDS:b2030:insH1:IS5_transposase_and_trans-activator:cds2015:-:1016:NC_000913.3,WT150_dRpoS150,insH1,b2030
AS_CDS:b2050:wcaI:putative_glycosyl_transferase:cds2034:-:1223:NC_000913.3,WT150_dRpoS150,wcaI,b2050
CDS:b2065:dcd:deoxycytidine_triphosphate_deaminase%3B_dCTP_deaminase:cds2049:-:581:NC_000913.3,WT150_dRpoS150,dcd,b2065
CDS:b2067:yegE:putative_diguanylate_cyclase:cds2051:+:3317:NC_000913.3,WT150_dRpoS150,yegE,b2067
AS_CDS:b2068:alkA:3-methyl-adenine_DNA_glycosylase_II:cds2052:-:848:NC_000913.3,WT150_dRpoS150,alkA,b2068
AS_CDS:b2074:mdtA:multidrug_efflux_system%2C_subunit_A:cds2060:+:1247:NC_000913.3,WT150_dRpoS150,mdtA,b2074
CDS:b2075:mdtB:multidrug_efflux_system%2C_subunit_B:cds2061:+:3122:NC_000913.3,WT150_dRpoS150,mdtB,b2075
CDS:b2076:mdtC:multidrug_efflux_system%2C_subunit_C:cds2062:+:3077:NC_000913.3,WT150_dRpoS150,mdtC,b2076
CDS:b2077:iceT:putative_citrate/iron-citrate/zinc-citrate_efflux_transporter:cds2063:+:1415:NC_000913.3,WT150_dRpoS150,iceT,b2077
"IGR:(CDS,b2079,baeR,response_regulator_in_two-component_regulatory_system_with_BaeS,cds2065,+,722/CDS,b2080,yegP,UPF0339_family_protein,cds2066,+,332):+:139:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b2080:yegP:UPF0339_family_protein:cds2066:+:332:NC_000913.3,WT150_dRpoS150,yegP,b2080
"IGR:(CDS,b2080,yegP,UPF0339_family_protein,cds2066,+,332/CDS,b2081,yegQ,putative_peptidase,cds2067,+,1361):+:95:NC_000913.3",WT150_dRpoS150,NA,NA
AS_CDS:b2082:ogrK:orphan_Ogr_protein%2C_positive_regulator_of_P2_growth:cds2068:-:218:NC_000913.3,WT150_dRpoS150,ogrK,b2082
CDS:b2086:yegS:phosphatidylglycerol_kinase%2C_metal-dependent:cds2071:+:899:NC_000913.3,WT150_dRpoS150,yegS,b2086
"IGR:(CDS,b2086,yegS,phosphatidylglycerol_kinase%2C_metal-dependent,cds2071,+,899/CDS,b4498,gatR,-,cds2072,-,474):+:20:NC_000913.3",WT150_dRpoS150,NA,NA
AS_CDS:b4498:gatR:-:cds2072:-:474:NC_000913.3,WT150_dRpoS150,gatR,b4498
"IGR:(CDS,b2096,gatY,D-tagatose_1%2C6-bisphosphate_aldolase_2%2C_catalytic_subunit,cds2080,-,854/CDS,b2097,fbaB,fructose-bisphosphate_aldolase_class_I,cds2081,-,1052):+:256:NC_000913.3",WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b2096,gatY,D-tagatose_1%2C6-bisphosphate_aldolase_2%2C_catalytic_subunit,cds2080,-,854/CDS,b2097,fbaB,fructose-bisphosphate_aldolase_class_I,cds2081,-,1052):+:256:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b2097:fbaB:fructose-bisphosphate_aldolase_class_I:cds2081:-:1052:NC_000913.3,WT150_dRpoS150,fbaB,b2097
AS_CDS:b2097:fbaB:fructose-bisphosphate_aldolase_class_I:cds2081:-:1052:NC_000913.3,WT150_dRpoS150,fbaB,b2097
"AS_IGR:(CDS,b2097,fbaB,fructose-bisphosphate_aldolase_class_I,cds2081,-,1052/CDS,b2098,yegT,nucleoside_transporter%2C_low_affinity,cds2082,+,1277):+:215:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b2101:yegW:putative_DNA-binding_transcriptional_regulator:cds2085:-:746:NC_000913.3,WT150_dRpoS150,yegW,b2101
CDS:b2111:yehD:putative_fimbrial-like_adhesin_protein:cds2095:-:542:NC_000913.3,WT150_dRpoS150,yehD,b2111
CDS:b2112:yehE:DUF2574_family_protein:cds2096:-:281:NC_000913.3,WT150_dRpoS150,yehE,b2112
AS_CDS:b2112:yehE:DUF2574_family_protein:cds2096:-:281:NC_000913.3,WT150_dRpoS150,yehE,b2112
"AS_IGR:(CDS,b2112,yehE,DUF2574_family_protein,cds2096,-,281/CDS,b2113,mrp,antiporter_inner_membrane_protein,cds2097,-,1109):+:211:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b2125:yehT:putative_response_regulator_in_two-component_system_withYehU:cds2108:-:719:NC_000913.3,WT150_dRpoS150,yehT,b2125
"IGR:(CDS,b2126,yehU,inner_membrane_putative_sensory_kinase_in_two-component_system_with_YehT,cds2109,-,1685/CDS,b2127,mlrA,transcriptional_activator_of_csgD_and_csgBA,cds2110,+,731):+:180:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b2127:mlrA:transcriptional_activator_of_csgD_and_csgBA:cds2110:+:731:NC_000913.3,WT150_dRpoS150,mlrA,b2127
AS_CDS:b2127:mlrA:transcriptional_activator_of_csgD_and_csgBA:cds2110:+:731:NC_000913.3,WT150_dRpoS150,mlrA,b2127
AS_CDS:b4542:yohO:putative_membrane_protein:cds2111:+:107:NC_000913.3,WT150_dRpoS150,yohO,b4542
CDS:b2128:yehW:putative_ABC_transporter_permease:cds2112:-:731:NC_000913.3,WT150_dRpoS150,yehW,b2128
CDS:b2129:yehX:putative_ABC_transporter_ATPase:cds2113:-:926:NC_000913.3,WT150_dRpoS150,yehX,b2129
CDS:b2130:yehY:putative_ABC_transporter_permease:cds2114:-:1157:NC_000913.3,WT150_dRpoS150,yehY,b2130
CDS:b2131:osmF:putative_ABC_transporter_periplasmic_binding_protein:cds2115:-:917:NC_000913.3,WT150_dRpoS150,osmF,b2131
AS_CDS:b2131:osmF:putative_ABC_transporter_periplasmic_binding_protein:cds2115:-:917:NC_000913.3,WT150_dRpoS150,osmF,b2131
CDS:b2135:yohC:Yip1_family_inner_membrane_protein:cds2119:-:587:NC_000913.3,WT150_dRpoS150,yohC,b2135
"AS_IGR:(CDS,b2135,yohC,Yip1_family_inner_membrane_protein,cds2119,-,587/CDS,b2136,yohD,DedA_family_inner_membrane_protein,cds2120,+,578):+:128:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b2136:yohD:DedA_family_inner_membrane_protein:cds2120:+:578:NC_000913.3,WT150_dRpoS150,yohD,b2136
AS_CDS:b2136:yohD:DedA_family_inner_membrane_protein:cds2120:+:578:NC_000913.3,WT150_dRpoS150,yohD,b2136
"IGR:(CDS,b2136,yohD,DedA_family_inner_membrane_protein,cds2120,+,578/CDS,b2137,yohF,putative_oxidoreductase,cds2121,-,761):+:68:NC_000913.3",WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b2136,yohD,DedA_family_inner_membrane_protein,cds2120,+,578/CDS,b2137,yohF,putative_oxidoreductase,cds2121,-,761):+:68:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b2137:yohF:putative_oxidoreductase:cds2121:-:761:NC_000913.3,WT150_dRpoS150,yohF,b2137
AS_CDS:b2137:yohF:putative_oxidoreductase:cds2121:-:761:NC_000913.3,WT150_dRpoS150,yohF,b2137
"IGR:(CDS,-,mdtQ,-,cds2122,-,149/CDS,b4679,yohP,uncharacterized_protein,cds2123,+,83):+:182:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b4679:yohP:uncharacterized_protein:cds2123:+:83:NC_000913.3,WT150_dRpoS150,yohP,b4679
"IGR:(CDS,b4679,yohP,uncharacterized_protein,cds2123,+,83/CDS,b2140,dusC,tRNA-dihydrouridine_synthase_C,cds2124,-,947):+:311:NC_000913.3",WT150_dRpoS150,NA,NA
AS_CDS:b2140:dusC:tRNA-dihydrouridine_synthase_C:cds2124:-:947:NC_000913.3,WT150_dRpoS150,dusC,b2140
"IGR:(CDS,b2140,dusC,tRNA-dihydrouridine_synthase_C,cds2124,-,947/CDS,b2141,yohJ,UPF0299_family_inner_membrane_protein,cds2125,+,398):+:197:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b2142:yohK:LrgB_family_inner_membrane_protein:cds2126:+:695:NC_000913.3,WT150_dRpoS150,yohK,b2142
CDS:b2156:lysP:lysine_transporter:cds2140:-:1469:NC_000913.3,WT150_dRpoS150,lysP,b2156
AS_CDS:b2158:yeiH:UPF0324_family_inner_membrane_protein:cds2142:+:1049:NC_000913.3,WT150_dRpoS150,yeiH,b2158
CDS:b2160:yeiI:putative_kinase:cds2144:+:1088:NC_000913.3,WT150_dRpoS150,yeiI,b2160
CDS:b2164:psuT:putative_nucleoside_transporter:cds2148:-:1250:NC_000913.3,WT150_dRpoS150,psuT,b2164
CDS:b2173:yeiR:Zn-stimulated_GTPase_involved_in_zinc_homeostasis%3B_mutants_are_cadmium_and_EDTA_sensitive%3B_Zn2+_binding_protein:cds2158:+:986:NC_000913.3,WT150_dRpoS150,yeiR,b2173
mobile_genetic_element:-:-:-:id271:-:1194:NC_000913.3,WT150_dRpoS150,NA,NA
AS_mobile_genetic_element:-:-:-:id271:-:1194:NC_000913.3,WT150_dRpoS150,NA,NA
CDS:b2192:insH1:IS5_transposase_and_trans-activator:cds2175:-:1016:NC_000913.3,WT150_dRpoS150,insH1,b2192
AS_CDS:b2192:insH1:IS5_transposase_and_trans-activator:cds2175:-:1016:NC_000913.3,WT150_dRpoS150,insH1,b2192
AS_CDS:b2190:yejO:-:cds2174:-:66:NC_000913.3,WT150_dRpoS150,yejO,b2190
CDS:b2193:narP:response_regulator_in_two-component_regulatory_system_with_NarQ:cds2176:+:647:NC_000913.3,WT150_dRpoS150,narP,b2193
CDS:b2194:ccmH:heme_lyase%2C_CcmH_subunit:cds2177:-:1052:NC_000913.3,WT150_dRpoS150,ccmH,b2194
CDS:b2195:dsbE:periplasmic_thioredoxin_of_cytochrome_c-type_biogenesis:cds2178:-:557:NC_000913.3,WT150_dRpoS150,dsbE,b2195
CDS:b2196:ccmF:heme_lyase%2C_CcmF_subunit:cds2179:-:1943:NC_000913.3,WT150_dRpoS150,ccmF,b2196
CDS:b2197:ccmE:periplasmic_heme_chaperone:cds2180:-:479:NC_000913.3,WT150_dRpoS150,ccmE,b2197
CDS:b2198:ccmD:cytochrome_c_biogenesis_protein%3B_heme_export_ABC_transporter_holo-CcmE_release_factor:cds2181:-:209:NC_000913.3,WT150_dRpoS150,ccmD,b2198
CDS:b2199:ccmC:heme_export_ABC_transporter_permease%3B_CcmE-interacting_protein:cds2182:-:737:NC_000913.3,WT150_dRpoS150,ccmC,b2199
CDS:b2200:ccmB:heme_export_ABC_transporter_permease:cds2183:-:662:NC_000913.3,WT150_dRpoS150,ccmB,b2200
CDS:b2201:ccmA:heme_export_ABC_transporter_ATPase:cds2184:-:623:NC_000913.3,WT150_dRpoS150,ccmA,b2201
CDS:b2202:napC:quinol_dehydrogenase%2C_electron_source_for_NapAB:cds2185:-:602:NC_000913.3,WT150_dRpoS150,napC,b2202
CDS:b2203:napB:nitrate_reductase%2C_small%2C_cytochrome_C550_subunit%2C_periplasmic:cds2186:-:449:NC_000913.3,WT150_dRpoS150,napB,b2203
CDS:b2204:napH:ferredoxin-type_protein:cds2187:-:863:NC_000913.3,WT150_dRpoS150,napH,b2204
CDS:b2205:napG:ferredoxin-type_protein:cds2188:-:695:NC_000913.3,WT150_dRpoS150,napG,b2205
CDS:b2206:napA:nitrate_reductase%2C_periplasmic%2C_large_subunit:cds2189:-:2486:NC_000913.3,WT150_dRpoS150,napA,b2206
CDS:b2209:eco:ecotin%2C_a_serine_protease_inhibitor:cds2192:+:488:NC_000913.3,WT150_dRpoS150,eco,b2209
CDS:b2213:ada:fused_DNA-binding_transcriptional_dual_regulator/O6-methylguanine-DNA_methyltransferase:cds2196:-:1064:NC_000913.3,WT150_dRpoS150,ada,b2213
"AS_IGR:(CDS,b2213,ada,fused_DNA-binding_transcriptional_dual_regulator/O6-methylguanine-DNA_methyltransferase,cds2196,-,1064/CDS,b2214,apbE,putative_thiamine-synthetic_flavin_transferase_lipoprotein,cds2197,-,1055):+:22:NC_000913.3",WT150_dRpoS150,NA,NA
"ncRNA:b4439,ID:micF:sRNA_antisense_regulator_affecting_ompF_expression%2C_Hfq-dependent:id274:+:92:NC_000913.3",WT150_dRpoS150,NA,NA
"IGR:(ncRNA,b4439,ID,micF,sRNA_antisense_regulator_affecting_ompF_expression%2C_Hfq-dependent,id274,+,92/CDS,b2216,rcsD,phosphotransfer_intermediate_protein_in_two-component_regulatory_system_with_RcsBC,cds2199,+,2672):+:290:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b2219:atoS:sensory_histidine_kinase_in_two-component_regulatory_system_with_AtoC:cds2202:+:1826:NC_000913.3,WT150_dRpoS150,atoS,b2219
AS_CDS:b2234:nrdA:ribonucleoside-diphosphate_reductase_1%2C_alpha_subunit:cds2216:+:2285:NC_000913.3,WT150_dRpoS150,nrdA,b2234
CDS:b2237:inaA:acid-inducible_Kdo/WaaP_family_putative_kinase:cds2219:-:650:NC_000913.3,WT150_dRpoS150,inaA,b2237
"AS_IGR:(CDS,b2240,glpT,sn-glycerol-3-phosphate_transporter,cds2222,-,1358/CDS,b2241,glpA,anaerobic_sn-glycerol-3-phosphate_dehydrogenase%2C_large_FAD/NADP-binding_subunit,cds2223,+,1628):+:231:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b2251:nudI:nucleoside_triphosphatase:cds2234:+:425:NC_000913.3,WT150_dRpoS150,nudI,b2251
AS_CDS:b2252:ais:putative_LPS_core_heptoseII-phosphate_phosphatase:cds2235:-:602:NC_000913.3,WT150_dRpoS150,ais,b2252
CDS:b2253:arnB:uridine_5'-beta-1-threo-pentapyranosyl-4-ulose_diphosphate_aminotransferase%2C_PLP-dependent:cds2236:+:1139:NC_000913.3,WT150_dRpoS150,NA,NA
CDS:b2254:arnC:undecaprenyl_phosphate-L-Ara4FN_transferase:cds2237:+:968:NC_000913.3,WT150_dRpoS150,arnC,b2254
CDS:b2255:arnA:fused_UDP-L-Ara4N_formyltransferase/UDP-GlcA_C-4'-decarboxylase:cds2238:+:1982:NC_000913.3,WT150_dRpoS150,NA,NA
CDS:b2256:arnD:undecaprenyl_phosphate-alpha-L-ara4FN_deformylase:cds2239:+:890:NC_000913.3,WT150_dRpoS150,arnD,b2256
CDS:b2257:arnT:4-amino-4-deoxy-L-arabinose_transferase:cds2240:+:1652:NC_000913.3,WT150_dRpoS150,arnT,b2257
CDS:b4544:arnE:undecaprenyl_phosphate-alpha-L-ara4N_exporter%3B_flippase_ArnEF_subunit:cds2241:+:335:NC_000913.3,WT150_dRpoS150,arnE,b4544
AS_CDS:b2258:arnF:undecaprenyl_phosphate-alpha-L-ara4N_exporter%3B_flippase_ArnEF_subunit:cds2242:+:386:NC_000913.3,WT150_dRpoS150,arnF,b2258
CDS:b2265:menF:isochorismate_synthase_2:cds2249:-:1295:NC_000913.3,WT150_dRpoS150,menF,b2265
"IGR:(CDS,b2265,menF,isochorismate_synthase_2,cds2249,-,1295/CDS,b2266,elaB,putative_membrane-anchored_DUF883_family_ribosome-binding_protein,cds2250,-,305):+:27:NC_000913.3",WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b2265,menF,isochorismate_synthase_2,cds2249,-,1295/CDS,b2266,elaB,putative_membrane-anchored_DUF883_family_ribosome-binding_protein,cds2250,-,305):+:27:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b2266:elaB:putative_membrane-anchored_DUF883_family_ribosome-binding_protein:cds2250:-:305:NC_000913.3,WT150_dRpoS150,elaB,b2266
AS_CDS:b2266:elaB:putative_membrane-anchored_DUF883_family_ribosome-binding_protein:cds2250:-:305:NC_000913.3,WT150_dRpoS150,elaB,b2266
"AS_IGR:(CDS,b2266,elaB,putative_membrane-anchored_DUF883_family_ribosome-binding_protein,cds2250,-,305/CDS,b2267,elaA,GNAT_family_putative_N-acetyltransferase,cds2251,-,461):+:3:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b2267:elaA:GNAT_family_putative_N-acetyltransferase:cds2251:-:461:NC_000913.3,WT150_dRpoS150,elaA,b2267
"AS_IGR:(CDS,b2289,lrhA,transcriptional_repressor_of_flagellar%2C_motility_and_chemotaxis_genes,cds2273,-,938/CDS,b2290,alaA,glutamate-pyruvate_aminotransferase%3B_glutamic-pyruvic_transaminase_GPT%3B_alanine_transaminase,cds2274,+,1217):+:878:NC_000913.3",WT150_dRpoS150,NA,NA
"IGR:(CDS,b2295,yfbV,UPF0208_family_inner_membrane_protein,cds2279,-,455/CDS,b2296,ackA,acetate_kinase_A_and_propionate_kinase_2,cds2280,+,1202):+:296:NC_000913.3",WT150_dRpoS150,NA,NA
AS_CDS:b2296:ackA:acetate_kinase_A_and_propionate_kinase_2:cds2280:+:1202:NC_000913.3,WT150_dRpoS150,ackA,b2296
CDS:b2301:yfcF:glutathione_S-transferase:cds2285:-:644:NC_000913.3,WT150_dRpoS150,yfcF,b2301
"IGR:(CDS,b2301,yfcF,glutathione_S-transferase,cds2285,-,644/CDS,b2302,yfcG,GSH-dependent_disulfide_bond_oxidoreductase,cds2286,+,647):+:94:NC_000913.3",WT150_dRpoS150,NA,NA
"AS_IGR:(CDS,b2301,yfcF,glutathione_S-transferase,cds2285,-,644/CDS,b2302,yfcG,GSH-dependent_disulfide_bond_oxidoreductase,cds2286,+,647):+:94:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b2302:yfcG:GSH-dependent_disulfide_bond_oxidoreductase:cds2286:+:647:NC_000913.3,WT150_dRpoS150,yfcG,b2302
CDS:b2316:accD:acetyl-CoA_carboxylase%2C_beta_carboxyltransferase_subunit:cds2300:-:914:NC_000913.3,WT150_dRpoS150,accD,b2316
"AS_IGR:(CDS,b2316,accD,acetyl-CoA_carboxylase%2C_beta_carboxyltransferase_subunit,cds2300,-,914/CDS,b2317,dedA,DedA_family_inner_membrane_protein,cds2301,-,659):+:104:NC_000913.3",WT150_dRpoS150,NA,NA
AS_CDS:b2320:pdxB:erythronate-4-phosphate_dehydrogenase:cds2304:-:1136:NC_000913.3,WT150_dRpoS150,pdxB,b2320
CDS:b2323:fabB:3-oxoacyl-[acyl-carrier-protein]_synthase_I:cds2307:-:1220:NC_000913.3,WT150_dRpoS150,fabB,b2323
"AS_IGR:(CDS,b2323,fabB,3-oxoacyl-[acyl-carrier-protein]_synthase_I,cds2307,-,1220/CDS,b2324,mnmC,fused_5-methylaminomethyl-2-thiouridine-forming_enzyme_methyltransferase_and_FAD-dependent_demodification_enzyme,cds2308,+,2006):+:117:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b2347:yfdC:putative_inner_membrane_protein:cds2330:+:932:NC_000913.3,WT150_dRpoS150,yfdC,b2347
"IGR:(CDS,b2347,yfdC,putative_inner_membrane_protein,cds2330,+,932/tRNA,b2348,ID,argW,tRNA-Arg,id285,+,74):+:44:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b2349:intS:CPS-53_KpLE1_prophage%3B_putative_prophage_CPS-53_integrase:cds2331:+:1157:NC_000913.3,WT150_dRpoS150,intS,b2349
CDS:b2353:tfaS:-:cds2335:+:290:NC_000913.3,WT150_dRpoS150,tfaS,b2353
AS_CDS:b2354:yfdK:CPS-53_KpLE1_prophage%3B_conserved_protein:cds2336:-:440:NC_000913.3,WT150_dRpoS150,yfdK,b2354
AS_CDS:b2365:dsdX:D-serine_transporter:cds2349:+:1337:NC_000913.3,WT150_dRpoS150,dsdX,b2365
CDS:b2371:yfdE:acetyl-CoA:oxalate_CoA-transferase:cds2355:-:1145:NC_000913.3,WT150_dRpoS150,yfdE,b2371
CDS:b2389:yfeO:putative_ion_channel_protein:cds2374:+:1256:NC_000913.3,WT150_dRpoS150,yfeO,b2389
AS_CDS:b2389:yfeO:putative_ion_channel_protein:cds2374:+:1256:NC_000913.3,WT150_dRpoS150,yfeO,b2389
AS_CDS:b2390:ypeC:DUF2502_family_putative_periplasmic_protein:cds2375:+:326:NC_000913.3,WT150_dRpoS150,ypeC,b2390
"AS_IGR:(CDS,b2390,ypeC,DUF2502_family_putative_periplasmic_protein,cds2375,+,326/CDS,b2392,mntH,manganese/divalent_cation_transporter,cds2376,-,1238):+:79:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b2392:mntH:manganese/divalent_cation_transporter:cds2376:-:1238:NC_000913.3,WT150_dRpoS150,mntH,b2392
"AS_IGR:(CDS,b2392,mntH,manganese/divalent_cation_transporter,cds2376,-,1238/CDS,b2393,nupC,nucleoside_except_guanosine_transporter,cds2377,+,1202):+:294:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b2398:yfeC:DUF1323_family_putative_DNA-binding_protein:cds2380:+:344:NC_000913.3,WT150_dRpoS150,yfeC,b2398
CDS:b2399:yfeD:DUF1323_family_putative_DNA-binding_protein:cds2381:+:392:NC_000913.3,WT150_dRpoS150,yfeD,b2399
AS_CDS:b2400:gltX:glutamyl-tRNA_synthetase:cds2382:-:1415:NC_000913.3,WT150_dRpoS150,gltX,b2400
CDS:b2408:yfeN:putative_outer_membrane_protein:cds2386:+:764:NC_000913.3,WT150_dRpoS150,yfeN,b2408
"AS_IGR:(CDS,b2414,cysK,cysteine_synthase_A%2C_O-acetylserine_sulfhydrolase_A_subunit,cds2393,+,971/CDS,b2415,ptsH,phosphohistidinoprotein-hexose_phosphotransferase_component_of_PTS_system_Hpr,cds2394,+,257):+:332:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b2417:crr:glucose-specific_enzyme_IIA_component_of_PTS:cds2396:+:509:NC_000913.3,WT150_dRpoS150,crr,b2417
AS_CDS:b2418:pdxK:pyridoxal-pyridoxamine_kinase/hydroxymethylpyrimidine_kinase:cds2397:-:851:NC_000913.3,WT150_dRpoS150,pdxK,b2418
"AS_IGR:(CDS,b2462,eutS,putative_ethanol_utilization_carboxysome_structural_protein,cds2441,-,335/CDS,b2463,maeB,malic_enzyme,_putative_oxidoreductase/phosphotransacetylase,cds2442,-,2279):+:241:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b2463:maeB:malic_enzyme:_putative_oxidoreductase/phosphotransacetylase:cds2442:-:2279:NC_000913.3,WT150_dRpoS150,maeB,b2463
"AS_IGR:(CDS,b2463,maeB,malic_enzyme,_putative_oxidoreductase/phosphotransacetylase,cds2442,-,2279/CDS,b2464,talA,transaldolase_A,cds2443,+,950):+:247:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b2464:talA:transaldolase_A:cds2443:+:950:NC_000913.3,WT150_dRpoS150,talA,b2464
CDS:b2465:tktB:transketolase_2%2C_thiamine_triphosphate-binding:cds2444:+:2003:NC_000913.3,WT150_dRpoS150,tktB,b2465
"IGR:(CDS,b2465,tktB,transketolase_2%2C_thiamine_triphosphate-binding,cds2444,+,2003/CDS,b2466,ypfG,DUF1176_family_protein,cds2445,-,1043):+:33:NC_000913.3",WT150_dRpoS150,NA,NA
AS_CDS:b2466:ypfG:DUF1176_family_protein:cds2445:-:1043:NC_000913.3,WT150_dRpoS150,ypfG,b2466
CDS:b2474:tmcA:elongator_methionine_tRNA_ac4C34_acetyltransferase:cds2455:-:2015:NC_000913.3,WT150_dRpoS150,tmcA,b2474
CDS:b2475:ypfJ:putative_neutral_zinc_metallopeptidase:cds2456:-:863:NC_000913.3,WT150_dRpoS150,ypfJ,b2475
CDS:b2478:dapA:dihydrodipicolinate_synthase:cds2459:-:878:NC_000913.3,WT150_dRpoS150,dapA,b2478
"IGR:(CDS,b2521,sseA,3-mercaptopyruvate_sulfurtransferase,cds2502,+,845/ncRNA,b4440,ID,ryfA,novel_sRNA%2C_function_unknown,id307,+,303):+:484:NC_000913.3",WT150_dRpoS150,NA,NA
AS_CDS:b2531:iscR:isc_operon_transcriptional_repressor%3B_suf_operon_transcriptional_activator%3B_oxidative_stress-_and_iron_starvation-inducible%3B_autorepressor:cds2512:-:488:NC_000913.3,WT150_dRpoS150,iscR,b2531
CDS:b2532:trmJ:tRNA_mC32%2CmU32_2'-O-methyltransferase%2C_SAM-dependent:cds2513:-:740:NC_000913.3,WT150_dRpoS150,NA,NA
CDS:b2535:csiE:stationary_phase_inducible_protein:cds2516:+:1280:NC_000913.3,WT150_dRpoS150,csiE,b2535
AS_CDS:b2535:csiE:stationary_phase_inducible_protein:cds2516:+:1280:NC_000913.3,WT150_dRpoS150,csiE,b2535
CDS:b2536:hcaT:putative_3-phenylpropionic_transporter:cds2517:-:1139:NC_000913.3,WT150_dRpoS150,hcaT,b2536
CDS:b2543:yphA:DoxX_family_inner_membrane_protein:cds2525:+:422:NC_000913.3,WT150_dRpoS150,yphA,b2543
AS_CDS:b2544:yphB:mutarotase_superfamily_protein%2C_YphB_family:cds2526:-:872:NC_000913.3,WT150_dRpoS150,yphB,b2544
CDS:b2552:hmp:fused_nitric_oxide_dioxygenase/dihydropteridine_reductase_2:cds2534:+:1190:NC_000913.3,WT150_dRpoS150,hmp,b2552
AS_CDS:b2553:glnB:regulatory_protein_P-II_for_glutamine_synthetase:cds2535:-:338:NC_000913.3,WT150_dRpoS150,glnB,b2553
CDS:b2560:pgpC:phosphatidylglycerophosphatase_C%2C_membrane_bound:cds2542:-:635:NC_000913.3,WT150_dRpoS150,pgpC,b2560
AS_CDS:b2560:pgpC:phosphatidylglycerophosphatase_C%2C_membrane_bound:cds2542:-:635:NC_000913.3,WT150_dRpoS150,pgpC,b2560
CDS:b2567:rnc:RNase_III:cds2550:-:680:NC_000913.3,WT150_dRpoS150,rnc,b2567
"IGR:(CDS,b2569,lepA,back-translocating_elongation_factor_EF4%2C_GTPase,cds2552,-,1799/CDS,b2570,rseC,SoxR_iron-sulfur_cluster_reduction_factor_component,cds2553,-,479):+:146:NC_000913.3",WT150_dRpoS150,NA,NA
AS_CDS:b2570:rseC:SoxR_iron-sulfur_cluster_reduction_factor_component:cds2553:-:479:NC_000913.3,WT150_dRpoS150,rseC,b2570
"IGR:(CDS,b2573,rpoE,RNA_polymerase_sigma_E_factor,cds2556,-,575/CDS,b2574,nadB,quinolinate_synthase%2C_L-aspartate_oxidase_B_protein_subunit,cds2557,+,1622):+:366:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b2593:yfiH:UPF0124_family_protein:cds2572:-:731:NC_000913.3,WT150_dRpoS150,yfiH,b2593
CDS:b2594:rluD:23S_rRNA_pseudouridine1911%2C1915%2C1917_synthase:cds2573:-:980:NC_000913.3,WT150_dRpoS150,rluD,b2594
CDS:b2602:yfiL:lipoprotein:cds2580:+:365:NC_000913.3,WT150_dRpoS150,yfiL,b2602
AS_CDS:b2602:yfiL:lipoprotein:cds2580:+:365:NC_000913.3,WT150_dRpoS150,yfiL,b2602
"IGR:(CDS,b2614,grpE,heat_shock_protein,cds2591,-,593/CDS,b2615,nadK,NAD_kinase,cds2592,+,878):+:81:NC_000913.3",WT150_dRpoS150,NA,NA
CDS:b2619:ratA:toxic_UPF0083_family_protein_inhibitor_of_70S_ribosome_formation:cds2596:-:476:NC_000913.3,WT150_dRpoS150,ratA,b2619
CDS:b2631:rnlB:CP4-57_prophage%3B_uncharacterized_protein:cds2607:+:371:NC_000913.3,WT150_dRpoS150,rnlB,b2631
CDS:b2632:yfjP:CP4-57_prophage%3B_50S_ribosome-binding_GTPase_family_protein:cds2608:+:863:NC_000913.3,WT150_dRpoS150,yfjP,b2632
AS_CDS:b2637:yfjT:CP4-57_prophage%3B_putative_periplasmic_protein:cds2613:+:467:NC_000913.3,WT150_dRpoS150,yfjT,b2637
"AS_IGR:(CDS,b2637,yfjT,CP4-57_prophage%3B_putative_periplasmic_protein,cds2613,+,467/CDS,b2638,yfjU,-,cds2614,-,152):+:325:NC_000913.3",WT150_dRpoS150,NA,NA
